,name,radius,mass,distance
2588,CFBDSIR 1458+10A,104,11.1,1.5
2589,CFBDSIR 1458+10B,104,9,1.3
2590,TVLM 513-46546,35.1,75,1.05
2591,2MASS 1503+2525,20.7,44,0.94
2592,CFBDS J150411+102717,71,44,0.94
2593,2MASSW J1506544+132106 [de],46,69,1.02
2594,2MASS 1507−1627,23.9,60,0.99
2595,TVLM 868-110639,53,79,1.08
2596,SDSS J151114.66+060742.9 [de],89,,
2597,2MASSW J1515008+484742 [de],34,57,0.99
2598,2MASSI J1526140+204341 [de],67,54,0.98
2599,DENIS-P J153941.96-052042.4 [de],51,63,1.00
2600,2MASS J15462718-3325111 [de],37,44,0.94
2601,2MASSW J1552591+294849 [de],68,30,1.43
2602,2MASSW J1555157-095605 [de],44,71,1.03
2603,2MASS J16150413+1340079 [de],48,42,0.94
2604,SDSSp J162414.37+002915.6 [de],36,43,0.94
2605,2MASS J16262034+3925190 [de],110,71,1.03
2606,2MASSW J1632291+190441 [de],50,49,0.97
2607,WISEPA J164715.59+563208.2,28,41,0.94
2608,LSPM J1658+7027 [de],60,73,1.04
2609,2MASSI J1726000+153819,114,24,1.40
2610,2MASSW J1728114+394859,79,,
2611,SDSSp J175032.96+175903.9,90,47,0.97
2612,2MASS J18283572-4849046,39,45,0.95
2613,LSR J1835+3259,18.5,77,1.07
2614,2MASSW J1841086+311727,138,67,1.01
2615,2MASS J18432213+4040209,46,96,1.22
2616,2MASS J20004841-7523070,105,25,1.88
2617,SDSS J204749.61-071818.3,65,46,0.96
2618,2MASSI J2057540-025230,47,70,1.02
2619,2MASSW J2101154+175658,108,,
2620,2MASSI J2104149-103736,62,69,1.02
2621,PSO J318.5−22,80,6.5,1.53
2622,HB 2124-4228,113,94,1.21
2623,2MASS J21392676+0220226,32.1,46,0.96
2624,2MASS J21481628+4003593,26.3,55,0.99
2625,2MASS J14112131-2119503,,,
2626,2MASSW J2206450-421721,93,22,1.33
2627,2MASSW J2208136+292121,154,27,1.41
2628,2MASSW J2224438-015852,38,61,0.99
2629,2MASS J22282889-4310262,35,42,0.94
2630,2MASS J22373255+3922398,64,73,1.04
2631,2MASSW J2244316+204343,56,12,1.29
2632,2MASS J23224684-3133231,56,24,1.39
2633,2MASS J23225299-6151275,148,17,1.59
2634,2MASS J23515044-2537367,67,88,1.16
2635,2MASSI J2356547-155310,74,80,1.09
2636,WISE 0005+3737,23.2,,
2637,WISE 0008-1739,87.1,,
2638,WISE 0015-4615,48.6,,
2639,WISE 0031-3840,71.8,,
2640,WISE 0032-4946,62.9,,
2641,WISE 0038+2758,36.9,,
2642,WISE 0038+8405,101.8,,
2643,WISE 0040+0900,47.6,,
2644,WISE 0049+0441,62.6,,
2645,WISE 0049+2151,24.1,,
2646,WISE 0106+1518,142.9,,
2647,WISE 0123+4142,67.2,,
2648,WISE 0135+1715,77.3,,
2649,WISE 0138-0322,57.7,,
2650,WISE 0146+4234,20.5,,
2651,WISE 0148-7202,30,,
2652,WISE 0150+3827,61.3,,
2653,WISE 0206+2640,58.4,,
2654,WISE 0221+3842,73.1,,
2655,WISE 0223-2932,47,,
2656,WISE 0226-0211,91,,
2657,WISE 0241-3653,53.8,,
2658,WISE 0245-3450,56.1,,
2659,WISE 0247+3725,57.1,,
2660,WISE 0305+3954,75,,
2661,WISE 0307+2904,82.8,,
2662,WISE 0313+7807,28,,
2663,WISE 0316+4307,106.3,,
2664,WISE 0321-7347,84.8,,
2665,WISE 0323-6025,45.3,,
2666,WISE 0325-3854,51.2,,
2667,WISE 0325+0831,36.5,,
2668,WISE 0333-5856,54.8,,
2669,WISE 0335+4310,45.7,,
2670,WISE 0336-0143,55.4,,
2671,WISE 0350-5658,17.7,,
2672,WISE 0359-5401,19.2,,
2673,WISE 0410+1502,20,6,1.17
2674,WISE 0410+1411,85.8,,
2675,WISE 0413-4750,66.2,,
2676,WISE 0448-1935,69.8,,
2677,WISE 0458+6434A,35.9,15,4.2
2678,WISE 0458+6434B,35.9,10,3.8
2679,WISE 0500-1223,47,,
2680,WISE 0513+0608,44.7,,
2681,WISE 0525+6739,98.2,,
2682,WISE 0528-3308,57.4,,
2683,WISE 0535-7500,47,,
2684,WISE 0539-1034,84.8,,
2685,WISE 0542-1628,50.6,,
2686,WISE 0607+2429,25.4,,
2687,WISE 0611-0410,57.7,,
2688,WISE 0612-4920,95.2,,
2689,WISE 0612-3036,64.9,,
2690,WISE 0614+3912,50.2,,
2691,WISE 0614+0951,51.5,,
2692,WISE 0623-0456,37.5,,
2693,WISE 0625+5646,67.2,,
2694,WISE 0627-1114,37.2,,
2695,WISE 0647-6232,28,,
2696,WISE 0656+4205,54.1,,
2697,WISE 0713-2917,23.2,,
2698,WISE 0723+3403,45.7,,
2699,WISE 0733+7544,78.3,,
2700,WISE 0734-7157,34.9,,
2701,WISE 0744+5628,47.3,,
2702,WISE 0750+2725,51.5,,
2703,WISE 0751-7634,39.1,,
2704,WISE 0759-4904,38.8,,
2705,WISE 0811-8051,32,,
2706,WISE 0812+4021,63.6,,
2707,WISE 0819-0335,46,,
2708,WISE 0821+1443,68.2,,
2709,WISE 0836-1859,72.4,,
2710,WISE 0857+5604,42.1,,
2711,WISE 0906+4735,51.5,,
2712,WISE 0929+0409,64.9,,
2713,WISE 0952+1955,72.1,,
2714,WISE 1018-2445,47.6,,
2715,WISE 1019+6529,56.8,,
2716,WISE 1039-1600,47.3,,
2717,WISE 1042-3842,53.2,,
2718,WISE 1051-2138,40.8,,
2719,WISE 1122+2550,57.7,,
2720,WISE 1124-0421,50.6,,
2721,WISE 1147-2040,102,,
2722,WISE 1150+6302,32.9,,
2723,WISE 1217+1626A,34.2,12,
2724,WISE 1217+1626B,34.2,6,
2725,WISE 1225-1013,55.4,,
2726,WISE 1311+0122,44.4,,
2727,WISE 1311+3629,86.1,,
2728,WISE 1318-1758,32.9,,
2729,WISE 1320+6034,56.1,,
2730,WISE 1322-2340,33.9,,
2731,WISE 1348+6603,91,,
2732,WISE 1405+5534,25.3,30,0.86
2733,WISE 1433-0837,84.8,,
2734,WISE 1436-1814,60,,
2735,WISE 1457+5815,52.2,,
2736,WISE 1506+7027,11.1,,
2737,WISE 1517+0529,72.4,,
2738,WISE 1519+7009,50.9,,
2739,WISE 1523+3125,84.5,,
2740,WISE 1541-2250,20,,
2741,WISE 1542+2230,41.1,,
2742,WISE 1612-3420,55.4,,
2743,WISE 1614+1739,32.6,,
2744,WISE 1617+1807,50.2,,
2745,WISE 1622-0959,52.2,,
2746,WISE 1627+3255,50.2,,
2747,WISE 1639-6847,16.3,,
2748,WISE 1647+5632,28,,
2749,WISE 1653+4444,39.5,,
2750,WISE 1711+3500,60.3,,
2751,WISE 1717+6129,72.7,,
2752,WISE 1721+1117,62.3,,
2753,WISE 1728+5716,97.8,,
2754,WISE 1738+2732,20,,
2755,WISE 1741+2553,18.9,,
2756,WISE 1746-0338,83.8,,
2757,WISE 1800+0134,28.7,57,
2758,WISE 1804+3117,30,,
2759,WISE 1809+3838,74.4,,
2760,WISE 1812+2721,47,,
2761,WISE 1828+2650,36,,
2762,WISE 1830+4542,107,,
2763,WISE 1841+7000,131.1,,
2764,WISE 1852+3537,55.4,,
2765,WISE 1906+4508,51.5,,
2766,WISE 1928+2356,22.8,,
2767,WISE 1952+7240,44.4,,
2768,WISE 1959-3338,37.2,,
2769,WISE 2030+0749,34.2,,
2770,WISE 2014+0424,96.2,,
2771,WISE 2015+6646,50.6,,
2772,WISE 2018-7423,47.9,,
2773,WISE 2019-1148,42.4,,
2774,WISE 2056+1459,24.5,,
2775,WISE 2134-7137,42.7,,
2776,WISE 2157+2659,61.6,,
2777,WISE 2209-2734,46,,
2778,WISE 2213+0911,58.7,,
2779,WISE 2220-3628,26.4,,
2780,WISE 2226+0440,45,,
2781,WISE 2237-0614,53.5,,
2782,WISE 2237+7228,46,,
2783,WISE 2239+1617,59.7,,
2784,WISE 2255-3118,44.7,,
2785,WISE 2301+0216,60.7,,
2786,WISE 2313-8037,35.9,,
2787,WISE 2319-1844,52.2,,
2788,WISE 2325-4105,37.5,,
2789,WISE 2327-2730,70.8,,
2790,WISE 2335+4222,90.3,,
2791,WISE 2340-0745,37.8,,
2792,WISE 2342+0856,51.2,,
2793,WISE 2343-7418,48.6,,
2794,WISE 2344+1034,46,,
2795,WISE 2348-1028,54.1,,
2796,WISE 2357+1227,54.8,,
2797,WISE 2359-7335,42.7,,
2798,WISEA 1101+5400,111,,
2799,2M1510,120,,
2800,SDSS J000013.54+255418.6 [de],46.1,48,0.99
2801,2MASS J00040288-6410358,192,19,1.63
2802,LHS 102BC,,,
2803,2MASS J00242463-0158201,37.7,79,1.09
2804,2MASS J00250365+4759191AB,143,,
2805,2MASS J00274197+0503417,236,31,1.44
2806,2MASS J00275592+2219328,46.9,,
2807,2MASSW J0030300-145033,87.2,54,0.98
2808,2MASS J00332386-1521309 [de],131,29,1.43
2809,2MASS J00345157+0523050,31,42,0.94
2810,2MASS 0036+1821,28.6,42,0.94
2811,2MASSW J0045214+163445,57,23,1.62
2812,WISEP J004701.06+680352.1 [fr],40,12,1.3
2813,2MASS J00501994-3322402 [de],34,40,0.94
2814,2MASS J00034227-2822410,,,
2815,2MASS J00584253-0651239 [de],96,29,1.43
2816,CFBDS J005910.90–011401.3,30,23,
2817,2MASSI J0103320+193536,70,52,0.98
2818,SDSSp J010752.33+004156.1 [de],51,52,0.98
2819,2MASSI J0117474-340325 [de],163,20,1.62
2820,2MASS J01415823-4633574 [de],130,20,1.61
2821,SDSS J015141.69+124429.6,70,47,0.97
2822,DENIS-P J020529.0−115925A,65,,
2823,DENIS-P J020529.0−115925B,65,,
2824,DENIS-P J020529.0−115925C,65,,
2825,SDSS J020742.48+000056.2 [de],111,47,0.97
2826,2MASS J02103857-3015313,101,15,1.53
2827,2MASS J02340093-6442068,155,20,1.62
2828,2MASS J02411151-0326587 [de],152,27,1.41
2829,2MASS J02431371−2453298,35,33,0.99
2830,LP 771-21,53,78,1.08
2831,2MASS J02511327+0047364,,,
2832,2MASS J02535980+3206373,184,65,1.9
2833,WISE J0254+0223,24,65,1.9
2834,DEN 0255-4700,16.2,80,0.97
2835,2MASS J03185403-3421292 [de],45,49,0.97
2836,2MASS J03205965+1854233,47,88,1.15
2837,2MASS J03231002-4631237,192,23,1.66
2838,SDSS J032553.17+042540.1,59,45,0.95
2839,2MASS J03264225-2102057 [de],80,18,1.3
2840,2MASS J03284265+2302051 [de],98,54,0.98
2841,2MASS J03341218-4953322,27.0,73,1.04
2842,LP 944-20,20.9,73,1.43
2843,2MASP J0345432+254023,88,74,1.05
2844,Teide 1,380,55,3.78
2845,2MASS J03510004-0052452,48,102,1.27
2846,2MASS J03552337+1133437,29.8,20,1.32
2847,DENIS-P J035726.9-441730 [de],130,,
2848,2MASS J04151954−0935066,18.6,30,0.95
2849,SDSSp J042348.57-041403.5 [de],50,,
2850,2MASS J04285096-2253227 [de],85,80,1.09
2851,2MASS J04351612-1606574,34,100,1.26
2852,2MASS J04362788-4114465,142,39,1.97
2853,2MASS J04390101-2353083 [de],29.5,48,0.97
2854,2MASS J04414489+2301513,470,19,
2855,2MASS J04433764+0002040,82,22,1.78
2856,2MASS J04455387-3048204 [de],42,64,1.00
2857,2MASS J04510093-3402150 [de],69,72,1.04
2858,2MASS J05002100+0330501 [de],44,64,1.00
2859,2MASS J05012406-0010452 [de],64,21,1.38
2860,2MASS J05160945-0445499 [de],73,47,0.97
2861,2MASS J0523−1403,40,68,1.01
2862,2MASS 0532+8246,81,83,
2863,SDSS J053951.99-005902.0,41.62,61,1.01
2864,2MASS J05591914-1404488 [de],34,,
2865,LSR 0602+3910 [de],34.6,28,1.41
2866,2MASS J06085283-2753583,102,38,1.51
2867,WISEP J061135.13-041024.0A,69,65,
2868,WISEP J061135.13-041024.0B,69,53,
2869,2MASS J06244595-4521548 [de],39,56,0.99
2870,2MASS J06411840-4322329 [de],65,67,1.01
2871,DENIS-P J0652197-253450 [de],51,75,1.05
2872,2MASS J07003664+3157266 [de],40,,
2873,2MASS J07075327-4900503,60,72,1.03
2874,UGPS J072227.51-054031.2,13.4,26,0.98
2875,2MASSI J0727182+171001 [de],29.6,41,0.94
2876,2MASS J07290002-3954043 [de],25.8,37,0.94
2877,SDSS J074201.41+205520.5 [de],49,43,0.94
2878,2MASS J0746425+200032 [fr],49.6,,
2879,DENIS-P J0751164-253043 [de],55,71,1.03
2880,2MASS J07522390+1612157,60,68,2.01
2881,DENIS J081730.0-615520,16.1,44,0.94
2882,DENIS J082303.1−491201A,67,44,
2883,DENIS J082303.1−491201B,67,28,
2884,2MASS J08251968+2115521 [de],35,52,0.98
2885,SDSSp J083008.12+482847.4 [de],43,48,0.99
2886,LHS 2021,55,88,1.15
2887,SDSS J083048.80+012831.1 [de],77,46,0.96
2888,2MASSI J0835425-081923 [de],23.53,62,1.00
2889,2MASSI J0847287-153237 [de],43,64,1.00
2890,2MASS J08533619-0329321,27.6,77,1.07
2891,2MASSI J0859254-194926 [de],50,50,0.98
2892,2MASSW J0920122+351742 [de],95,,
2893,2MASSI J0937347+293142,20.0,42,0.94
2894,2MASS 0939−2448,17.4,32,0.95
2895,2MASS J09490860-1545485 [de],59,49,0.96
2896,2MASS J10073369-4555147,46,44,0.94
2897,2MASSI J1010148-040649 [de],55,51,0.98
2898,2MASSI J1017075+130839 [de],108,,
2899,SDSS J102109.69-030420.1,95,,
2900,2MASS J10224821+5825453 [de],60,27,1.41
2901,2MASSW J1036530-344138 [de],53,49,0.97
2902,2MASS J1047538+212423 [de],34.4,42,0.94
2903,Luhman 16B,6.516,43,1.02
2904,Luhman 16A,6.516,40,1.01
2905,DENIS-P J1058.7−1548,49,64,1.00
2906,TWA 28,180,36,2.39
2907,Cha 110913-773444,163,8,1.8
2908,OTS 44,554,15,
2909,SDSS J111010.01+011613.1,63,9,1.24
2910,2MASS J11145133−2618235,18.2,33,0.96
2911,TWA 26,137,30,2.20
2912,2MASSW J1146345+223053,89,,
2913,2MASS J11544223-3400390 [de],129,37,1.50
2914,2MASSW J1155395-372735 [de],31,64,1.00
2915,TWA 27A,,,
2916,TWA 27B,,,
2917,2MASS J12074836-3900043,217,17,1.71
2918,2MASSI J1217110-031113 [de],36,42,0.94
2919,2MASS J12255432-2739466,43,,
2920,DENIS-P J1228.2-1547,66,,
2921,2M 1237+6526,45.6,41,0.94
2922,2MASSW J1239272+551537 [de],119,,
2923,TWA 29,262,25,2.00
2924,SDSSp J125453.90-012247.4 [de],38,47,0.98
2925,Kelu-1A,61,63,0.98
2926,Kelu-1B,61,58,0.98
2927,2MASS J13204427+0409045,101,67,1.01
2928,SDSSp J132629.82-003831.5 [de],65,51,0.97
2929,SDSSp J134646.45-003150.4 [de],48,44,0.94
2930,2MASS J13595510-4034582,51,63,1.00
2931,ULAS J141623.94+134836.3,29.7,32,0.96
2932,SDSS J141659.78+500626.4 [de],149,59,0.99
2933,DENIS-P J142527.97-365023.4 [de],38,21,1.32
2934,LHS 2924,38.5,76,1.06
2935,2MASS J14392837+1929150,47,72,1.03
2936,LSPM J1440+1339,72,92,1.19
2937,2MASS J14482563+1031590 [de],47,59,0.99
2938,CFBDSIR 1458+10A,104,11.1,1.5
2939,CFBDSIR 1458+10B,104,9,1.3
2940,TVLM 513-46546,35.1,75,1.05
2941,2MASS 1503+2525,20.7,44,0.94
2942,CFBDS J150411+102717,71,44,0.94
2943,2MASSW J1506544+132106 [de],46,69,1.02
2944,2MASS 1507−1627,23.9,60,0.99
2945,TVLM 868-110639,53,79,1.08
2946,SDSS J151114.66+060742.9 [de],89,,
2947,2MASSW J1515008+484742 [de],34,57,0.99
2948,2MASSI J1526140+204341 [de],67,54,0.98
2949,DENIS-P J153941.96-052042.4 [de],51,63,1.00
2950,2MASS J15462718-3325111 [de],37,44,0.94
2951,2MASSW J1552591+294849 [de],68,30,1.43
2952,2MASSW J1555157-095605 [de],44,71,1.03
2953,2MASS J16150413+1340079 [de],48,42,0.94
2954,SDSSp J162414.37+002915.6 [de],36,43,0.94
2955,2MASS J16262034+3925190 [de],110,71,1.03
2956,2MASSW J1632291+190441 [de],50,49,0.97
2957,WISEPA J164715.59+563208.2,28,41,0.94
2958,LSPM J1658+7027 [de],60,73,1.04
2959,2MASSI J1726000+153819,114,24,1.40
2960,2MASSW J1728114+394859,79,,
2961,SDSSp J175032.96+175903.9,90,47,0.97
2962,2MASS J18283572-4849046,39,45,0.95
2963,LSR J1835+3259,18.5,77,1.07
2964,2MASSW J1841086+311727,138,67,1.01
2965,2MASS J18432213+4040209,46,96,1.22
2966,2MASS J20004841-7523070,105,25,1.88
2967,SDSS J204749.61-071818.3,65,46,0.96
2968,2MASSI J2057540-025230,47,70,1.02
2969,2MASSW J2101154+175658,108,,
2970,2MASSI J2104149-103736,62,69,1.02
2971,PSO J318.5−22,80,6.5,1.53
2972,HB 2124-4228,113,94,1.21
2973,2MASS J21392676+0220226,32.1,46,0.96
2974,2MASS J21481628+4003593,26.3,55,0.99
2975,2MASS J14112131-2119503,,,
2976,2MASSW J2206450-421721,93,22,1.33
2977,2MASSW J2208136+292121,154,27,1.41
2978,2MASSW J2224438-015852,38,61,0.99
2979,2MASS J22282889-4310262,35,42,0.94
2980,2MASS J22373255+3922398,64,73,1.04
2981,2MASSW J2244316+204343,56,12,1.29
2982,2MASS J23224684-3133231,56,24,1.39
2983,2MASS J23225299-6151275,148,17,1.59
2984,2MASS J23515044-2537367,67,88,1.16
2985,2MASSI J2356547-155310,74,80,1.09
2986,WISE 0005+3737,23.2,,
2987,WISE 0008-1739,87.1,,
2988,WISE 0015-4615,48.6,,
2989,WISE 0031-3840,71.8,,
2990,WISE 0032-4946,62.9,,
2991,WISE 0038+2758,36.9,,
2992,WISE 0038+8405,101.8,,
2993,WISE 0040+0900,47.6,,
2994,WISE 0049+0441,62.6,,
2995,WISE 0049+2151,24.1,,
2996,WISE 0106+1518,142.9,,
2997,WISE 0123+4142,67.2,,
2998,WISE 0135+1715,77.3,,
2999,WISE 0138-0322,57.7,,
3000,WISE 0146+4234,20.5,,
3001,WISE 0148-7202,30,,
3002,WISE 0150+3827,61.3,,
3003,WISE 0206+2640,58.4,,
3004,WISE 0221+3842,73.1,,
3005,WISE 0223-2932,47,,
3006,WISE 0226-0211,91,,
3007,WISE 0241-3653,53.8,,
3008,WISE 0245-3450,56.1,,
3009,WISE 0247+3725,57.1,,
3010,WISE 0305+3954,75,,
3011,WISE 0307+2904,82.8,,
3012,WISE 0313+7807,28,,
3013,WISE 0316+4307,106.3,,
3014,WISE 0321-7347,84.8,,
3015,WISE 0323-6025,45.3,,
3016,WISE 0325-3854,51.2,,
3017,WISE 0325+0831,36.5,,
3018,WISE 0333-5856,54.8,,
3019,WISE 0335+4310,45.7,,
3020,WISE 0336-0143,55.4,,
3021,WISE 0350-5658,17.7,,
3022,WISE 0359-5401,19.2,,
3023,WISE 0410+1502,20,6,1.17
3024,WISE 0410+1411,85.8,,
3025,WISE 0413-4750,66.2,,
3026,WISE 0448-1935,69.8,,
3027,WISE 0458+6434A,35.9,15,4.2
3028,WISE 0458+6434B,35.9,10,3.8
3029,WISE 0500-1223,47,,
3030,WISE 0513+0608,44.7,,
3031,WISE 0525+6739,98.2,,
3032,WISE 0528-3308,57.4,,
3033,WISE 0535-7500,47,,
3034,WISE 0539-1034,84.8,,
3035,WISE 0542-1628,50.6,,
3036,WISE 0607+2429,25.4,,
3037,WISE 0611-0410,57.7,,
3038,WISE 0612-4920,95.2,,
3039,WISE 0612-3036,64.9,,
3040,WISE 0614+3912,50.2,,
3041,WISE 0614+0951,51.5,,
3042,WISE 0623-0456,37.5,,
3043,WISE 0625+5646,67.2,,
3044,WISE 0627-1114,37.2,,
3045,WISE 0647-6232,28,,
3046,WISE 0656+4205,54.1,,
3047,WISE 0713-2917,23.2,,
3048,WISE 0723+3403,45.7,,
3049,WISE 0733+7544,78.3,,
3050,WISE 0734-7157,34.9,,
3051,WISE 0744+5628,47.3,,
3052,WISE 0750+2725,51.5,,
3053,WISE 0751-7634,39.1,,
3054,WISE 0759-4904,38.8,,
3055,WISE 0811-8051,32,,
3056,WISE 0812+4021,63.6,,
3057,WISE 0819-0335,46,,
3058,WISE 0821+1443,68.2,,
3059,WISE 0836-1859,72.4,,
3060,WISE 0857+5604,42.1,,
3061,WISE 0906+4735,51.5,,
3062,WISE 0929+0409,64.9,,
3063,WISE 0952+1955,72.1,,
3064,WISE 1018-2445,47.6,,
3065,WISE 1019+6529,56.8,,
3066,WISE 1039-1600,47.3,,
3067,WISE 1042-3842,53.2,,
3068,WISE 1051-2138,40.8,,
3069,WISE 1122+2550,57.7,,
3070,WISE 1124-0421,50.6,,
3071,WISE 1147-2040,102,,
3072,WISE 1150+6302,32.9,,
3073,WISE 1217+1626A,34.2,12,
3074,WISE 1217+1626B,34.2,6,
3075,WISE 1225-1013,55.4,,
3076,WISE 1311+0122,44.4,,
3077,WISE 1311+3629,86.1,,
3078,WISE 1318-1758,32.9,,
3079,WISE 1320+6034,56.1,,
3080,WISE 1322-2340,33.9,,
3081,WISE 1348+6603,91,,
3082,WISE 1405+5534,25.3,30,0.86
3083,WISE 1433-0837,84.8,,
3084,WISE 1436-1814,60,,
3085,WISE 1457+5815,52.2,,
3086,WISE 1506+7027,11.1,,
3087,WISE 1517+0529,72.4,,
3088,WISE 1519+7009,50.9,,
3089,WISE 1523+3125,84.5,,
3090,WISE 1541-2250,20,,
3091,WISE 1542+2230,41.1,,
3092,WISE 1612-3420,55.4,,
3093,WISE 1614+1739,32.6,,
3094,WISE 1617+1807,50.2,,
3095,WISE 1622-0959,52.2,,
3096,WISE 1627+3255,50.2,,
3097,WISE 1639-6847,16.3,,
3098,WISE 1647+5632,28,,
3099,WISE 1653+4444,39.5,,
3100,WISE 1711+3500,60.3,,
3101,WISE 1717+6129,72.7,,
3102,WISE 1721+1117,62.3,,
3103,WISE 1728+5716,97.8,,
3104,WISE 1738+2732,20,,
3105,WISE 1741+2553,18.9,,
3106,WISE 1746-0338,83.8,,
3107,WISE 1800+0134,28.7,57,
3108,WISE 1804+3117,30,,
3109,WISE 1809+3838,74.4,,
3110,WISE 1812+2721,47,,
3111,WISE 1828+2650,36,,
3112,WISE 1830+4542,107,,
3113,WISE 1841+7000,131.1,,
3114,WISE 1852+3537,55.4,,
3115,WISE 1906+4508,51.5,,
3116,WISE 1928+2356,22.8,,
3117,WISE 1952+7240,44.4,,
3118,WISE 1959-3338,37.2,,
3119,WISE 2030+0749,34.2,,
3120,WISE 2014+0424,96.2,,
3121,WISE 2015+6646,50.6,,
3122,WISE 2018-7423,47.9,,
3123,WISE 2019-1148,42.4,,
3124,WISE 2056+1459,24.5,,
3125,WISE 2134-7137,42.7,,
3126,WISE 2157+2659,61.6,,
3127,WISE 2209-2734,46,,
3128,WISE 2213+0911,58.7,,
3129,WISE 2220-3628,26.4,,
3130,WISE 2226+0440,45,,
3131,WISE 2237-0614,53.5,,
3132,WISE 2237+7228,46,,
3133,WISE 2239+1617,59.7,,
3134,WISE 2255-3118,44.7,,
3135,WISE 2301+0216,60.7,,
3136,WISE 2313-8037,35.9,,
3137,WISE 2319-1844,52.2,,
3138,WISE 2325-4105,37.5,,
3139,WISE 2327-2730,70.8,,
3140,WISE 2335+4222,90.3,,
3141,WISE 2340-0745,37.8,,
3142,WISE 2342+0856,51.2,,
3143,WISE 2343-7418,48.6,,
3144,WISE 2344+1034,46,,
3145,WISE 2348-1028,54.1,,
3146,WISE 2357+1227,54.8,,
3147,WISE 2359-7335,42.7,,
3148,WISEA 1101+5400,111,,
3149,2M1510,120,,
3150,SDSS J000013.54+255418.6 [de],46.1,48,0.99
3151,2MASS J00040288-6410358,192,19,1.63
3152,LHS 102BC,,,
3153,2MASS J00242463-0158201,37.7,79,1.09
3154,2MASS J00250365+4759191AB,143,,
3155,2MASS J00274197+0503417,236,31,1.44
3156,2MASS J00275592+2219328,46.9,,
3157,2MASSW J0030300-145033,87.2,54,0.98
3158,2MASS J00332386-1521309 [de],131,29,1.43
3159,2MASS J00345157+0523050,31,42,0.94
3160,2MASS 0036+1821,28.6,42,0.94
3161,2MASSW J0045214+163445,57,23,1.62
3162,WISEP J004701.06+680352.1 [fr],40,12,1.3
3163,2MASS J00501994-3322402 [de],34,40,0.94
3164,2MASS J00034227-2822410,,,
3165,2MASS J00584253-0651239 [de],96,29,1.43
3166,CFBDS J005910.90–011401.3,30,23,
3167,2MASSI J0103320+193536,70,52,0.98
3168,SDSSp J010752.33+004156.1 [de],51,52,0.98
3169,2MASSI J0117474-340325 [de],163,20,1.62
3170,2MASS J01415823-4633574 [de],130,20,1.61
3171,SDSS J015141.69+124429.6,70,47,0.97
3172,DENIS-P J020529.0−115925A,65,,
3173,DENIS-P J020529.0−115925B,65,,
3174,DENIS-P J020529.0−115925C,65,,
3175,SDSS J020742.48+000056.2 [de],111,47,0.97
3176,2MASS J02103857-3015313,101,15,1.53
3177,2MASS J02340093-6442068,155,20,1.62
3178,2MASS J02411151-0326587 [de],152,27,1.41
3179,2MASS J02431371−2453298,35,33,0.99
3180,LP 771-21,53,78,1.08
3181,2MASS J02511327+0047364,,,
3182,2MASS J02535980+3206373,184,65,1.9
3183,WISE J0254+0223,24,65,1.9
3184,DEN 0255-4700,16.2,80,0.97
3185,2MASS J03185403-3421292 [de],45,49,0.97
3186,2MASS J03205965+1854233,47,88,1.15
3187,2MASS J03231002-4631237,192,23,1.66
3188,SDSS J032553.17+042540.1,59,45,0.95
3189,2MASS J03264225-2102057 [de],80,18,1.3
3190,2MASS J03284265+2302051 [de],98,54,0.98
3191,2MASS J03341218-4953322,27.0,73,1.04
3192,LP 944-20,20.9,73,1.43
3193,2MASP J0345432+254023,88,74,1.05
3194,Teide 1,380,55,3.78
3195,2MASS J03510004-0052452,48,102,1.27
3196,2MASS J03552337+1133437,29.8,20,1.32
3197,DENIS-P J035726.9-441730 [de],130,,
3198,2MASS J04151954−0935066,18.6,30,0.95
3199,SDSSp J042348.57-041403.5 [de],50,,
3200,2MASS J04285096-2253227 [de],85,80,1.09
3201,2MASS J04351612-1606574,34,100,1.26
3202,2MASS J04362788-4114465,142,39,1.97
3203,2MASS J04390101-2353083 [de],29.5,48,0.97
3204,2MASS J04414489+2301513,470,19,
3205,2MASS J04433764+0002040,82,22,1.78
3206,2MASS J04455387-3048204 [de],42,64,1.00
3207,2MASS J04510093-3402150 [de],69,72,1.04
3208,2MASS J05002100+0330501 [de],44,64,1.00
3209,2MASS J05012406-0010452 [de],64,21,1.38
3210,2MASS J05160945-0445499 [de],73,47,0.97
3211,2MASS J0523−1403,40,68,1.01
3212,2MASS 0532+8246,81,83,
3213,SDSS J053951.99-005902.0,41.62,61,1.01
3214,2MASS J05591914-1404488 [de],34,,
3215,LSR 0602+3910 [de],34.6,28,1.41
3216,2MASS J06085283-2753583,102,38,1.51
3217,WISEP J061135.13-041024.0A,69,65,
3218,WISEP J061135.13-041024.0B,69,53,
3219,2MASS J06244595-4521548 [de],39,56,0.99
3220,2MASS J06411840-4322329 [de],65,67,1.01
3221,DENIS-P J0652197-253450 [de],51,75,1.05
3222,2MASS J07003664+3157266 [de],40,,
3223,2MASS J07075327-4900503,60,72,1.03
3224,UGPS J072227.51-054031.2,13.4,26,0.98
3225,2MASSI J0727182+171001 [de],29.6,41,0.94
3226,2MASS J07290002-3954043 [de],25.8,37,0.94
3227,SDSS J074201.41+205520.5 [de],49,43,0.94
3228,2MASS J0746425+200032 [fr],49.6,,
3229,DENIS-P J0751164-253043 [de],55,71,1.03
3230,2MASS J07522390+1612157,60,68,2.01
3231,DENIS J081730.0-615520,16.1,44,0.94
3232,DENIS J082303.1−491201A,67,44,
